table_name,variable_name,enumeration_code,enumeration_display,enumeration_title,enumeration_meaning,enumeration_system,enumeration_group
Assay,assay_type,OBI:0001604,A fluorescence detection assay that measures the 50% dissociation of binding temperature of a purified-MHC molecule with a ligand.,fluorescence detection assay measuring 50% dissociation of binding temperature [Tm] of a purified-MHC:ligand complex,OBI:0001604,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001606,A fluorescence detection assay that detects direct binding of a cell-bound-MHC molecule with a ligand.,fluorescence detection assay measuring direct binding of a cell-bound-MHC:ligand complex,OBI:0001606,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001607,An assay of epitope specific tumor necrosis factor (ligand) superfamily member 11 production by T cells that detects tumor necrosis factor production.,assay measuring epitope specific tumor necrosis factor (ligand) superfamily member 11 production by T cells,OBI:0001607,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001608,A radioactivity detection assay that detects direct binding of a purified-MHC molecule with a ligand.,radioactivity detection assay measuring direct binding of a purified-MHC:ligand complex,OBI:0001608,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001609,A flow cytometry assay that detects interleukin-8 production by T cells.,intracellular cytokine staining assay measuring epitope specific interleukin-8 production by T cells,OBI:0001609,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001610,A cytometric bead array assay that detects interleukin-23 production by T cells.,cytometric bead array assay measuring epitope specific intracellular cytokine staining (ICS) IL-23 production by T cells,OBI:0001610,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001613,A fluorescence detection assay that measures half maximal inhibitory concentration (IC50) to detect the loss of binding of a known reference ligand to purified-MHC due to competition by the ligand under investigation.,fluorescence detection assay measuring half maximal inhibitory concentration [IC50] to determine competitive binding of a purified-MHC:ligand complex,OBI:0001613,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001624,An organism detection assay that identifies the organism species in a specimen.,organism species detection assay,OBI:0001624,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001630,An analyte assay that uses a biomaterial's preferential affinity for either the mobile phase or the stationary phase to separate it from other materials and thereby detect its presence in an input material.,analytical chromatography,OBI:0001630,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001631,"An imaging assay in which an electrons are used to probe the density, shape and composition of an input material which are detected in an electron microscope and utilized to produce an image of the material.",electron microscopy imaging assay,OBI:0001631,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001632,A assay detecting a molecular label assay in which the label is attached to an antibody so that substances are marked based on the antibody's binding specificity.,immuno staining assay,OBI:0001632,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001634,"A binding assay in which the heat generated or absorbed during a binding event is measured, which allows determination of binding constants, reaction stoichiometry, enthalpy and entropy.",calorimetric binding assay,OBI:0001634,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001635,"A binding assay in which affinity is measured by detecting a change in fluorescence (usually quenching) that occurs upon binding of the antibody to the ligand. The fluorescent signal that is affected by binding is either from an exogenous fluorophore attached to the ligand, or is the intrisic fluorescence of aromatic (tryptophan) residues on the binding site of the antibody (no conjugated fluorophore necessary) or, less commonly, on the ligand binding region (epitope).",antibody binding detection by fluorescence quenching,OBI:0001635,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001638,A B cell epitope equilibrium dissociation constant (KD) assay that provides IC50 values determined under assay conditions where the IC50 approximates a KD value using a B cell epitope antigen inhibition of binding assay.,antigen inhibition assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex approximated by IC50,OBI:0001638,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001639,A B cell epitope specific activation of additional immune response assay that detects histamine release in vitro.,assay measuring epitope specific Ig-mediated histamine release,OBI:0001639,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001640,A B cell epitope dependent biological activity determination assay that detects antigen activation.,assay measuring epitope specific immunoglobulin-mediated antigen activation,OBI:0001640,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001641,A B cell epitope specific activation of additional immune response assay that detects complement-dependent cytotoxicity in vitro .,assay measuring epitope specific complement-dependent cytotoxicity,OBI:0001641,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001642,A B cell epitope specific activation of additional immune response assay that detects antibody-dependent cellular cytotoxicity in vitro.,assay measuring epitope specific antibody-dependent cellular cytotoxicity,OBI:0001642,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001643,A B cell epitope dependent biological activity determination assay that detects neutralization of the antigen.,assay measuring epitope specific immunoglobulin-mediated neutralization,OBI:0001643,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001644,A B cell epitope specific activation of additional immune response assay that detects opsonization in vitro .,assay measuring epitope specific opsonization,OBI:0001644,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001645,A calorimetric binding assay that detects the binding of an antigen with an antibody.,calorimetry assay measuring binding of a B cell epitope:antibody complex,OBI:0001645,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001646,An electron-microscopy 3D molecular structure determination assay that characterizes the 3-dimensional molecular structrue of a B cell epitope:antibody complex,electron microscopy assay determining the 3D structure of a B cell epitope:antibody complex,OBI:0001646,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001647,A nuclear magnetic resonance 3D molecular structure determination assay that characterizes the 3-dimensional structure of a B cell epitope:antibody complex.,NMR assay determining the 3D structure of a B cell epitope:antibody complex,OBI:0001647,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001648,A cross-blocking assay that detects the binding of an antigen with an antibody.,cross blocking assay measuring binding of a B cell epitope:antibody complex,OBI:0001648,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001649,A radio immuno assay that detects the binding of an antigen with an antibody.,RIA measuring binding of a B cell epitope:antibody complex,OBI:0001649,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001650,An immunoblot assay that detects the binding of an antigen with an antibody.,immunoblot assay measuring binding of a B cell epitope:antibody complex,OBI:0001650,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001651,A surface plasmon resonance binding assay that detects the binding of an antigen with an antibody.,plasmon resonance assay measuring binding of a B cell epitope:antibody complex,OBI:0001651,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001652,An immuno staining assay that detects the binding of an antigen with an antibody.,immuno staining assay measuring binding of a B cell epitope:antibody complex,OBI:0001652,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001653,An immunoprecipitation assay that detects the binding of an antigen with an antibody.,immunoprecipitation assay measuring binding of a B cell epitope:antibody complex,OBI:0001653,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001654,A mass spectrometry assay that detects the binding of an antigen with an antibody.,mass spectrometry assay measuring binding of a B cell epitope:antibody complex,OBI:0001654,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001655,A phage display binding assay that detects the binding of an antigen with an antibody.,phage display assay measuring binding of a B cell epitope:antibody complex,OBI:0001655,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001656,An electron microscopy imaging assay that detects the binding of an antigen with an antibody.,electron microscopy assay measuring binding of a B cell epitope:antibody complex,OBI:0001656,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
